OBJECTID,Site Name,Address,NPL Status,Site type category,Site type subcategory,Enforcement agreement type,Agreement approval date,Money paid to EPA to do additional cleanup work,Reimbursable Past Costs to EPA,Est. Value of Cleanup Work,Work Party(ies),Type of cleanup work,Link to site profile page,x,y
1090,Nebraska Ordnance Plant (Former),".5 Mi E of, Mead, NE, 68041",Final,Manufacturing/Processing/Maintenance,Ordnance production,Consent Decree,6/12/2015,,,5300000,University of Nebraska,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702031,-10737135.692235067,5038435.328859889
1091,Oronogo-Duenweg Mining Belt,"Various Locations, Joplin, MO, 64801",Final,Waste Management,Mine tailings disposal,Administrative Order on Consent,3/8/2016,4000,,40000,,Treatability Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701290,-10510848.770935223,4453209.74325075
1092,Westlake Landfill,"13570 St Charles Rock Road, Bridgeton, MO, 63044",Final,Waste Management,Multiple,Administrative Order on Consent,4/28/2016,,,4159955,"Laidlaw Waste Systems (Bridgeton), Inc.",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701039,-10068321.289740644,4688779.389880461
1093,Viburnum Trend Lead Haul Roads,"Hwy 21, Centerville, MO, 63633",non-NPL,Mining,Metals,Administrative Order on Consent,6/3/2016,,1571069.58,9996000,"Cyprus Amax Minerals Company<br>DII Industries, LLC<br>Doe Run Resources Corporation<br>Homestead Lead Company of Missouri<br>Teck Cominco American Inc.",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0704445,-10125431.63942181,4499956.932003472
1094,Sporlan Valve Plant #1,"611 East 7th Street, Washington, MO, 63090",Final,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,Unilateral Administrative Order,7/28/2016,,,112658,"SV Land, L.L.C. ",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0703541,-10130817.27638639,4657686.841261132
1095,Syntex Facility,"299 Extention St., Verona, MO, 65769",Final,Waste Management,Industrial waste facility (non-generator),Administrative Order on Consent,9/2/2016,,88314.56,750000,"Syntex Agribusiness, Inc.",Five Year Review,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700881,-10441582.444178922,4434229.360814133
1096,Iowa-Nebraska Light & Power Co,"102-104 South 7th Street, Norfolk, NE, 68701",Final,Manufacturing/Processing/Maintenance,Coal gasification,Administrative Order on Consent,5/2/2017,,,200000,"Black Hills/Nebraska Gas Utility Company, LLC<br>Centel Corpration<br>Nebraska Public Power District",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702377,-10844413.95155407,5165819.056044728
1097,2nd And Smelter,"2nd and Smelter, Pittsburg, KS, 66762",non-NPL,Mining,Mineral Processing/Smelting Only,Administrative Order on Consent,8/29/2017,,,200000,"Watco Companies, LLC ",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0703668,-10541994.73994478,4496279.873322949
1098,Findett Corp.,"Rr 7, St. Charles, MO, 63301",Removed from the Proposed NPL,Recycling,"Chemicals/chemical waste (e.g., solvent recovery)",Administrative Order on Consent,1/2/2018,,,100000,Ameren,PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700845,-10078282.937013265,4695274.739253386
1099,Homer A. Doerr & Sons Plating Company,"2408 N. Leffingwell Ave, St. Louis, MO, 63106",non-NPL,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,Administrative Order on Consent,3/8/2018,,,560000,"Sensient Colors, Inc.",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0704229,-10042720.144567505,4671579.111389264
1100,Big River Mine Tailings/St. Joe Minerals Corp.,"Section 25, 26, 35, & 36 T37N R4E, Desloge, MO, 63601",Final,Waste Management,Mine tailings disposal,Consent Decree,5/22/2018,,,113116468,Doe Run Resources Corporation,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701639,-10078793.670837024,4562219.291421043
1101,Westlake Landfill,"13570 St Charles Rock Road, Bridgeton, MO, 63044",Final,Waste Management,Multiple,Administrative Order on Consent,2/6/2019,,,4270368,"Cotter Corp., (N.S.L.)<br>Laidlaw Waste Systems (Bridgeton), Inc.<br>U.S. Department of Energy",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701039,-10068321.289740644,4688779.389880461
1102,Madison County Mines,"401 N Mine Lamotte St, Fredericktown, MO, 63645",Final,Mining,Metals,Administrative Order on Consent,2/28/2019,,,10900000,"Missouri Mining Investments, LLC ",PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701102,-10049490.707317038,4515503.464106578
1103,Big River Mine Tailings/St. Joe Minerals Corp.,"Section 25, 26, 35, & 36 T37N R4E, Desloge, MO, 63601",Final,Waste Management,Mine tailings disposal,Consent Decree,4/19/2019,25000,40000,1960000,"Missouri Department of Natural Resources, Division of State Parks",PRP Remedial Action,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701639,-10078793.670837024,4562219.291421043
1104,Westlake Landfill,"13570 St Charles Rock Road, Bridgeton, MO, 63044",Final,Waste Management,Multiple,Amended Enforcement Action (Administrative Order on Consent),5/6/2019,,,5418000,"Cotter Corp., (N.S.L.)<br>Laidlaw Waste Systems (Bridgeton), Inc.<br>U.S. Department of Energy",PRP Remedial Design,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701039,-10068321.289740644,4688779.389880461
1105,PCE/TCE Northeast Contamination,"522 W 26th Street, York, NE, 68467",Final,Other,Ground water plume site with no identifiable source,Administrative Order on Consent,5/17/2019,,610523.8,1000000,"Kroy Industries<br>Kroy Building Products, Inc. ",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0706105,-10864822.487759672,4995929.350205121
1106,Chemplex Co.,"Highway 30 W, Clinton, IA, 52732",Removed from the Proposed NPL,Manufacturing/Processing/Maintenance,Plastics and rubber products,Amended Enforcement Action (Consent Decree),8/27/2019,,597838.29,5800000,"ACC Chemical Co.<br>Equistar Chemicals, LP<br>Four Star Oil & Gas Co.<br>Getty Chemical Co.<br>MRC Holdings Inc.",Operations & Maintenance,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700157,-10052564.015818857,5056839.3561709365
1107,Compass Plaza Well TCE,"201 South Marshall Street, Rogersville, MO, 65742",Final,Other,Ground water plume site with no identifiable source,Administrative Order on Consent,9/19/2019,,,200000,"Positronic Industries, Inc. ",PRP Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0706143,-10361970.86318473,4454312.147697699
1108,Big River Mine Tailings/St. Joe Minerals Corp.,"Section 25, 26, 35, & 36 T37N R4E, Desloge, MO, 63601",Final,Waste Management,Mine tailings disposal,Administrative Order on Consent,6/22/2020,,,2635100,Doe Run Resources Corporation,PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701639,-10078793.670837024,4562219.291421043
1109,Pools Prairie,"US Hwy. 60 and US Hwy. 71, Neosho, MO, 64850",Final,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,Unilateral Administrative Order,8/7/2020,,,2700000,"Boeing North American<br>TDY Industries, Inc.",PRP Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702918,-10507477.68279553,4411690.7707884805
1110,Citizens Gas & Electric Co,"NE & NW Corners of 7th & 11th Aves, Council Bluffs, IA, 51501",non-NPL,Manufacturing/Processing/Maintenance,Coal gasification,Administrative Order on Consent,9/30/2020,,,70000,"Black Hills/ Iowa City Utility Company, LLC<br>Iowa Department of Transportation<br>T & A Real Estate, L.L.C. ",Engineering Eval/Cost Analysis,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0702416,-10670486.486707317,5049574.672946596
1111,Thompson Chemicals,"60 Chouteau Ave, St Louis, MO, 63102",non-NPL,Other,Product storage/distribution,Administrative Order on Consent,9/30/2020,,73754.68,250000,Honeywell International Inc.<br>Pharmacia LLC<br>Superior Oil Co.<br>Union Pacific Railroad Company,Removal Assessment,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701042,-10039746.80096841,4666671.286909933
1112,Toastmaster Macon,"704 S Missouri St, Macon, MO, 63552",non-NPL,Manufacturing/Processing/Maintenance,Chemicals and allied products,Administrative Order on Consent,12/30/2020,,,8200000,Compton's LLC<br>Spectrum Brands,PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0703034,-10293435.01492702,4826782.970585031
1113,Des Moines TCE,"Sec 8 & 9 T78N R24W, Des Moines, IA, 50309",Final,Other,Ground water plume site with no identifiable source,Consent Decree,2/1/2021,,2919412,5000000,"Dico Company, Inc.<br>Titan Tire Corporation ","Operations & Maintenance, Operations & Maintenance",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0700316,-10423511.839918962,5097988.8907382265
1114,Madison County Mines,"401 N Mine Lamotte St, Fredericktown, MO, 63645",Final,Mining,Metals,Consent Decree,4/2/2021,,,5430500,Delta Alsapha Company,"Government Remedial Action, Government Removal",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701102,-10049490.707317038,4515503.464106578
1115,Viburnum Trend Lead Haul Roads,"Hwy 21, Centerville, MO, 63633",non-NPL,Mining,Metals,Unilateral Administrative Order,12/15/2021,,,250000,Doe Run Resources Corporation,PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0704445,-10125431.63942181,4499956.932003472
1116,Anaconda Co. Smelter,"3 Mi SE of Anaconda, Anaconda, MT, 59711",Final,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,Administrative Order on Consent,9/28/1988,1,,6250000,,Government Remedial Investigation/Feasibility Study,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800403,-12569640.30292248,5799063.976840684
1117,Marshall Landfill,"1600 S 66th Street, Boulder, CO, 80303",Final,Waste Management,Municipal solid waste landfill,Consent Decree,4/7/1989,,200000,4500000,"Kean, James A<br>Mesa Sand and Gravel Inc.<br>Public Service Company of Colorado","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800187,-11710950.694010777,4858723.218013021
1118,Libby Ground Water Contamination,"1119 & 1415 Dakota, Libby, MT, 59923",Final,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,Consent Decree,10/18/1989,1,,6000000,International Paper Company,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800412,-12861812.444084756,6170501.827574466
1119,Whitewood Creek,"18 Mi Part of Stream, Whitewood, Sd, 57793",Deleted,Waste Management,Mine tailings disposal,Consent Decree,3/27/1991,,375000,500000,Homestake Mining Co,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800570,-11527770.353089282,5550791.773261927
1120,Anaconda Co. Smelter,"3 Mi SE of Anaconda, Anaconda, MT, 59711",Final,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,Administrative Order on Consent,9/20/1991,,50000,250000,,PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800403,-12569640.30292248,5799063.976840684
1121,Silver Bow Creek/Butte Area,"Butte to Milltown Reservior, Butte, MT, 59750",Final,Waste Management,Other,Unilateral Administrative Order,9/25/1991,,,7000000,Atlantic Richfield Co,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800416,-12536464.868276268,5780718.92633114
1122,Mystery Bridge Rd/U.S. Highway 20,"U.S.Hwy 20, 28 & Mystery Br. Rd, Evansville, WY, 82636",Deleted,Manufacturing/Processing/Maintenance,Other,Consent Decree,10/2/1991,,5400000,601739,"Dow Chemical Co<br>Kinder Morgan, Inc.<br>KN Energy Inc.","PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800852,-11825335.923580498,5290774.872652102
1123,Burlington Northern (Somers Plant),"Sec 23-25, R21W, T27W, Somers, MT, 59932",Removed from the Proposed NPL,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,Consent Decree,12/20/1991,,1000000,5000000,Burlington Northern Railroad,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800390,-12715308.8697534,6120597.051438214
1124,Wasatch Chemical Co. (Lot 6),"1979 S 7th W, Salt Lake City, UT, 84104",Final,Manufacturing/Processing/Maintenance,Chemicals and allied products,Consent Decree,9/30/1992,,719000,3700000,Entrada Industries Inc.<br>Entrada Industries Inc.<br>Entrada Industries Inc.<br>Interstate Land Corporation<br>Mountain Fuel Supply<br>Mountain Fuel Supply Co<br>Mountain Fuel Supply Co Inc.<br>Questar Corp,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800596,-12457755.754393945,4972451.321796667
1125,Anaconda Co. Smelter,"3 Mi SE of Anaconda, Anaconda, MT, 59711",Final,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,Consent Decree,12/10/1992,,450000,27000000,,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800403,-12569640.30292248,5799063.976840684
1126,Silver Bow Creek/Butte Area,"Butte to Milltown Reservior, Butte, MT, 59750",Final,Waste Management,Other,Unilateral Administrative Order,6/17/1993,,600000,20000000,,PRP Remedial Design,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800416,-12536464.868276268,5780718.92633114
1127,Anaconda Co. Smelter,"3 Mi SE of Anaconda, Anaconda, MT, 59711",Final,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,Unilateral Administrative Order,4/7/1994,,,14572,Atlantic Richfield Co,"PRP Remedial Design, PRP Remedial Design, PRP Remedial Action, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800403,-12569640.30292248,5799063.976840684
1128,California Gulch,"S of Cy-Yak Tunnel Downstream, Leadville, CO, 80461",Final,Mining,Metals,Consent Decree,8/26/1994,,7400000,64500000,Asarco Inc.<br>Hecla Day Mining Corp<br>Hecla Day Mining Corp<br>Newmont Mining Corp,"PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal, PRP Removal",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801478,-11832763.382645203,4754854.658397347
1129,Utah Power & Light/American Barrel Co.,"600 W South Temple, Salt Lake City, UT, 84104",Final,Other,Multiple,Consent Decree,4/26/1995,,,2000000,Pacificorp<br>Pacificorp<br>Pacificorp,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800680,-12457383.502016727,4978525.949574426
1130,Eagle Mine,"W of US Hwy 24, Minturn, CO, 81645",Final,Mining,Metals,Consent Decree,8/23/1995,,3639964,14000000,Viacom International Incorporated,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800159,-11843469.86863072,4798357.155649734
1131,Pallas Yard,"300 West 5300-5900 South, Murray, UT, 84107",non-NPL,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",Administrative Order on Consent,8/13/1998,,150000,753686,Utah Transit Authority,PRP Removal,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801590,-12456427.378910309,4960845.233707281
1132,Smeltertown Site,"9000 County Road #152, Salida, CO, 81201",Proposed,Manufacturing/Processing/Maintenance,Multiple,Consent Decree,6/2/2000,,631692,851000,Beazer East Inc.,"PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801085,-11803099.410016572,4657987.76151579
1133,Silver Bow Creek/Butte Area,"Butte to Milltown Reservior, Butte, MT, 59750",Final,Waste Management,Other,Consent Decree,11/7/2000,925826,2474174,1000000,Atlantic Richfield Co,PRP Remedial Action,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800416,-12536464.868276268,5780718.92633114
1134,Smeltertown Site,"9000 County Road #152, Salida, CO, 81201",Proposed,Manufacturing/Processing/Maintenance,Multiple,Consent Decree,4/27/2001,,,50000,Cyprus Amax Minerals Co<br>E and R Trucking<br>Phelps Dodge Corp.,"PRP Removal, PRP Remedial Design, PRP Remedial Action",https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0801085,-11803099.410016572,4657987.76151579
1135,Anaconda Co. Smelter,"3 Mi SE of Anaconda, Anaconda, MT, 59711",Final,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,Unilateral Administrative Order,6/7/2002,,,5000000,Atlantic Richfield Co,PRP Remedial Action,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800403,-12569640.30292248,5799063.976840684
1136,Anaconda Co. Smelter,"3 Mi SE of Anaconda, Anaconda, MT, 59711",Final,Manufacturing/Processing/Maintenance,Primary metals/mineral processing,Unilateral Administrative Order,8/14/2002,,,1000000,Atlantic Richfield Co,PRP Remedial Action,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800403,-12569640.30292248,5799063.976840684
